lon,lat,title
34.7810418,31.9696082,"גו אקטיב - ראשון לציון
https://freefit.co.il/CLUBS/?CLUB=84"
34.8457022,32.2621726,"קושקה יוגה,אודים
https://freefit.co.il/CLUBS/?CLUB=27816"
34.7929424,31.9726947,"studio C ראשון לציון מערב
https://freefit.co.il/CLUBS/?CLUB=14437"
34.5726726,31.4149545,"Fitland נתיבות
https://freefit.co.il/CLUBS/?CLUB=24631"
34.8434414,32.1516598,"studio C צמרות הרצליה
https://freefit.co.il/CLUBS/?CLUB=14408"
34.574757,31.6757496,"ספורטר אשקלון
https://freefit.co.il/CLUBS/?CLUB=23485"
34.6329144,31.7999054,"פארקור ישראל- אשדוד
https://freefit.co.il/CLUBS/?CLUB=29180"
34.792946,32.066957,"ביקראם יוגה
https://freefit.co.il/CLUBS/?CLUB=29375"
34.8060558,31.9069366,"מרכז הנופש והספורט רחובות הפקולטה לחקלאו
https://freefit.co.il/CLUBS/?CLUB=209"
35.1140742,32.1707804,"מועדון ספורט קרני שומרון
https://freefit.co.il/CLUBS/?CLUB=25664"
34.770533,32.0595383,"ONLINE ספיראלה
https://freefit.co.il/CLUBS/?CLUB=29414"
35.1391109,31.7504131,"הסטודיו ליוגה בעמינדב
https://freefit.co.il/CLUBS/?CLUB=27899"
34.7726078,32.0967079,"אלהיוגה ONLINE
https://freefit.co.il/CLUBS/?CLUB=29339"
34.7908691,32.0989085,"Vered & Itai
https://freefit.co.il/CLUBS/?CLUB=29444"
34.8861703,32.0284507,"סטודיו אלמוג בית לפילאטיס מכשירים
https://freefit.co.il/CLUBS/?CLUB=29111"
34.8411085,32.1110461,"DOJO
https://freefit.co.il/CLUBS/?CLUB=29019"
34.8439859,32.1540275,"פילאטיס מכשירים גל קספרס
https://freefit.co.il/CLUBS/?CLUB=29301"
34.9843559,32.3780838,"סטודיו המעפיל- דין סער
https://freefit.co.il/CLUBS/?CLUB=29454"
34.9208393,32.1586641,"HELBUS
https://freefit.co.il/CLUBS/?CLUB=29618"
34.8550348,32.0822422,"XtriM-אימוני שחיה וריצה גבעת שמואל
https://freefit.co.il/CLUBS/?CLUB=27821"
34.9606306,32.7967693,"surf club חיפה
https://freefit.co.il/CLUBS/?CLUB=25670"
34.785896,32.0864702,"מאי אברמוביץ יוגה
https://freefit.co.il/CLUBS/?CLUB=29645"
+%D7%A8%D7%9E%D7%AA+%D7%92%D7%9F%E2%80%AD/,https://www.google.com/maps/place/%D7%92%D7%9F+%D7%93%D7%95%D7%93+%D7%94%D7%9E%D7%9C%D7%9A,"אימון בתנועה עם אבי ישראלי
https://freefit.co.il/CLUBS/?CLUB=29246"
34.8151034,32.0661221,"קאנטרי גבעתיים
https://freefit.co.il/CLUBS/?CLUB=25784"
34.9870326,32.7845343,"studio C חורב חיפה
https://freefit.co.il/CLUBS/?CLUB=14406"
35.5905157,33.2207002,"Motion community-נופית חרמון
https://freefit.co.il/CLUBS/?CLUB=27903"
35.2343237,31.7501145,"מרכז הספורט תלפז, ארמון הנציב
https://freefit.co.il/CLUBS/?CLUB=27819"
35.2035794,31.7879243,"JUMP ג'אמפ בנייני האומה
https://freefit.co.il/CLUBS/?CLUB=89"
34.9270529,32.1824765,"מועדון הריצה של גוון בכפר סבא
https://freefit.co.il/CLUBS/?CLUB=29457"
34.7814114,31.8170948,"Ayres Pilates - פילאטיס מכשירים
https://freefit.co.il/CLUBS/?CLUB=29306"
34.8339693,32.2731851,"במבו סרף גלישת גלים
https://freefit.co.il/CLUBS/?CLUB=29117"
34.9425376,32.5176642,"סטודיו נגה - המרכז לתרבות הגוף
https://freefit.co.il/CLUBS/?CLUB=29138"
34.7655438,32.0756463,"פוצ'יוולי- Arena Club ת""א
https://freefit.co.il/CLUBS/?CLUB=29157"
34.8063349,32.0884887,"סטודיו גאלופ בית ליוגה ופילאטיס
https://freefit.co.il/CLUBS/?CLUB=23601"
34.8738625,32.3155644,"פאר פילאטיס - מכשירים בנתניה
https://freefit.co.il/CLUBS/?CLUB=23562"
34.8120751,31.2469568,"iJump כניסת ילדים באר שבע
https://freefit.co.il/CLUBS/?CLUB=25746"
34.7874352,32.0934593,"Fittlv סטודיו וניס
https://freefit.co.il/CLUBS/?CLUB=25752"
35.0028174,31.9017438,"kangoo power -קנגו ג'אמפ דניאל פיטנס
https://freefit.co.il/CLUBS/?CLUB=29268"
34.858573,31.9341996,"NF studio- fitness 24/7 רמלה
https://freefit.co.il/CLUBS/?CLUB=29240"
34.8401974,31.8500809,"שולי אימון וכושר לנשים
https://freefit.co.il/CLUBS/?CLUB=29633"
34.7680148,32.087126,"May Moves - Pilates, Yoga, Dance
https://freefit.co.il/CLUBS/?CLUB=29441"
34.8150127,31.974495,"פלנט באולינג ראשל״צ
https://freefit.co.il/CLUBS/?CLUB=29389"
34.930623,32.1770015,"studio C כפר סבא
https://freefit.co.il/CLUBS/?CLUB=14425"
34.8594216,32.1287373,"Elad Michaeli Training Club
https://freefit.co.il/CLUBS/?CLUB=29630"
34.8682314,32.0933869,"אסף רז אימון פונקצינאלי פתח תקווה
https://freefit.co.il/CLUBS/?CLUB=28939"
34.7696467,32.085328,"מועדון לב הים
https://freefit.co.il/CLUBS/?CLUB=23560"
34.9654006,32.791351,"profit חיפה
https://freefit.co.il/CLUBS/?CLUB=21441"
34.7748819,32.0116121,"בריזה מרכז ספורט בחולון
https://freefit.co.il/CLUBS/?CLUB=242"
34.8625362,32.1781394,"My Choice
https://freefit.co.il/CLUBS/?CLUB=29313"
34.9326631,32.4404686,"Icon Fitness חדרה
https://freefit.co.il/CLUBS/?CLUB=23611"
34.9305545,32.4404983,"Hakir climbing club
https://freefit.co.il/CLUBS/?CLUB=28977"
34.8049527,32.0880804,"רוני.ש פילאטיס מכשירים במתחם הבורסה
https://freefit.co.il/CLUBS/?CLUB=29186"
34.7743144,32.0833898,"Fitstudio דיזינגוף
https://freefit.co.il/CLUBS/?CLUB=23617"
34.8596229,32.3657412,"גלים נעורים גלישת סאפ
https://freefit.co.il/CLUBS/?CLUB=25683"
34.7663848,32.0607397,"UpState
https://freefit.co.il/CLUBS/?CLUB=29595"
34.8277264,32.0585618,"איינגר יוגה רמת חן
https://freefit.co.il/CLUBS/?CLUB=27877"
34.8426681,32.2781752,"אימון נעים בפארק, עיר ימים
https://freefit.co.il/CLUBS/?CLUB=28961"
34.8135957,31.9768038,"בית היוגה ראשל""צ
https://freefit.co.il/CLUBS/?CLUB=29105"
37.3264134,31.3866964,"ONLINE פילאטיס בנחמני
https://freefit.co.il/CLUBS/?CLUB=29485"
34.8117676,32.065747,"סטודיו ירדן דבש
https://freefit.co.il/CLUBS/?CLUB=29319"
34.8717101,32.0973008,"ספורטן- פתח תקווה
https://freefit.co.il/CLUBS/?CLUB=4383"
34.8101792,32.1625653,"פאבליקה- חדר כושר בהרצליה
https://freefit.co.il/CLUBS/?CLUB=25673"
34.8499417,32.1532238,"איתנים- פילאטיס מכישרים
https://freefit.co.il/CLUBS/?CLUB=29247"
34.7761133,31.9970325,"Afit סטודיו לאימונים
https://freefit.co.il/CLUBS/?CLUB=29260"
34.7856237,32.0984092,"Hooplay‏
https://freefit.co.il/CLUBS/?CLUB=29083"
34.7632762,32.0558469,"Mala studio
https://freefit.co.il/CLUBS/?CLUB=29004"
34.7889861,32.0622813,"ויקינג מועדון טיפוס - תל אביב
https://freefit.co.il/CLUBS/?CLUB=22446"
34.8732505,32.0669224,"Run Positive קבוצת ריצה
https://freefit.co.il/CLUBS/?CLUB=29597"
34.911758,32.0225585,"הכיופית המשפחתית בני עטרות
https://freefit.co.il/CLUBS/?CLUB=3363"
35.0088075,31.8922662,"Putin's place - Pole Dance Fitness
https://freefit.co.il/CLUBS/?CLUB=29177"
34.7800563,32.0653448,"פילאטיס בנחמני
https://freefit.co.il/CLUBS/?CLUB=29196"
37.3262501,31.3913948,"ONLINE Live In Love Yoga - Maya & Idan
https://freefit.co.il/CLUBS/?CLUB=29505"
34.7581414,32.0532225,"SAMAYA
https://freefit.co.il/CLUBS/?CLUB=29213"
34.8584819,32.2648492,"ארז יוגה אודים
https://freefit.co.il/CLUBS/?CLUB=29093"
34.7789691,31.8177499,"no limit
https://freefit.co.il/CLUBS/?CLUB=28982"
35.2986927,31.7715252,"מטי סטודיו - מעלה אדומים
https://freefit.co.il/CLUBS/?CLUB=29203"
35.1648828,31.8635892,"בריכת השחיה גבעת זאב
https://freefit.co.il/CLUBS/?CLUB=22448"
34.7788141,32.0850668,"540 Club - Tricking in TLV
https://freefit.co.il/CLUBS/?CLUB=29230"
34.8807491,32.1965334,"vking רעננה
https://freefit.co.il/CLUBS/?CLUB=28956"
34.9685773,32.7879138,"Pure Pilates קסטרא
https://freefit.co.il/CLUBS/?CLUB=29276"
34.8133099,32.0816764,"my time- אימונים לנשים עסוקות במי
https://freefit.co.il/CLUBS/?CLUB=25772"
34.8327393,32.1430373,"קאנטרי רמת השרון
https://freefit.co.il/CLUBS/?CLUB=173"
34.8465476,32.3179177,"profit נתניה
https://freefit.co.il/CLUBS/?CLUB=27832"
34.8679453,32.2584122,"בריכת בית יהושוע
https://freefit.co.il/CLUBS/?CLUB=28928"
34.8174198,32.0796181,"ימית דגון-אימוני trx,גבעתיים
https://freefit.co.il/CLUBS/?CLUB=27879"
35.2095734,31.7521461,"SKY GYM
https://freefit.co.il/CLUBS/?CLUB=29103"
34.7840628,32.0974422,"FIT HOUSE PORT
https://freefit.co.il/CLUBS/?CLUB=29104"
34.9880318,31.7557711,"profit בית שמש
https://freefit.co.il/CLUBS/?CLUB=19421"
35.2007167,31.7897862,"ליידי פיטנס חדר כושר לנשים
https://freefit.co.il/CLUBS/?CLUB=311"
34.7699129,32.0828601,"תוואי מורה ליוגה
https://freefit.co.il/CLUBS/?CLUB=29403"
37.3264134,31.3866964,"ONLINE Motion community
https://freefit.co.il/CLUBS/?CLUB=29495"
37.3264134,31.3866964,"ONLINE Coach Elbazone
https://freefit.co.il/CLUBS/?CLUB=29486"
34.9966718,32.794997,"studio C ורדיה חיפה
https://freefit.co.il/CLUBS/?CLUB=14405"
34.8919163,32.1782679,"קאנטרי גלי השרון
https://freefit.co.il/CLUBS/?CLUB=3374"
34.8939614,32.107422,"Venga פתח תקווה-טיפוס קירות
https://freefit.co.il/CLUBS/?CLUB=22447"
34.7712512,32.0649008,"freelates תל-אביב
https://freefit.co.il/CLUBS/?CLUB=23496"
34.6344389,31.7843528,"studio C אשדוד
https://freefit.co.il/CLUBS/?CLUB=14431"
34.9263191,32.1835273,"קאנטרי כפר סבא
https://freefit.co.il/CLUBS/?CLUB=4397"
34.7661718,31.967776,"ONLINE יעל ישראל
https://freefit.co.il/CLUBS/?CLUB=29131"
34.9717623,32.4874238,"טוטם קיר טיפוס
https://freefit.co.il/CLUBS/?CLUB=29592"
34.8641134,32.0986769,"שלי בר פילאטיס פתח תקווה
https://freefit.co.il/CLUBS/?CLUB=4388"
35.063704,32.8182078,"Gael Burn&Shape
https://freefit.co.il/CLUBS/?CLUB=29620"
34.9213546,32.1815805,"OUTBOX - אימון אישי בקבוצה קטנה
https://freefit.co.il/CLUBS/?CLUB=29655"
34.7968527,32.0752575,"Iron Core
https://freefit.co.il/CLUBS/?CLUB=29162"
35.0171996,31.9060005,"GingeRun מודיעין
https://freefit.co.il/CLUBS/?CLUB=27897"
34.7695373,32.0557695,"DIDI YOGA
https://freefit.co.il/CLUBS/?CLUB=29317"
34.8551113,32.3205624,"מועדון כושר וריצה- רצים עם לורנס
https://freefit.co.il/CLUBS/?CLUB=28934"
34.9206782,32.4369747,"אווה ספורט - לנשים בלבד
https://freefit.co.il/CLUBS/?CLUB=27876"
37.3262501,31.3913948,"ONLINE May pilates & beyond
https://freefit.co.il/CLUBS/?CLUB=29499"
34.9269167,32.1750283,"Boulderland כפר סבא
https://freefit.co.il/CLUBS/?CLUB=22467"
34.7859191,32.0983707,"AcroYoga by Joe
https://freefit.co.il/CLUBS/?CLUB=29420"
34.8664776,32.1042714,"דרייב פיט
https://freefit.co.il/CLUBS/?CLUB=29459"
34.7980866,32.0916784,"Moshiko Bachar Fitness Studio
https://freefit.co.il/CLUBS/?CLUB=29422"
34.8018746,32.0748877,"מטרו מועדון כושר בוטיק
https://freefit.co.il/CLUBS/?CLUB=1343"
34.8843582,32.1032625,"כשגוף ונפש נפגשים
https://freefit.co.il/CLUBS/?CLUB=29373"
34.7833062,32.1009548,"Pilates Place
https://freefit.co.il/CLUBS/?CLUB=29165"
37.3264134,31.3866964,"ONLINE סטודיו ליפט
https://freefit.co.il/CLUBS/?CLUB=29481"
34.7706289,32.0697977,"אלון דוד יוגה
https://freefit.co.il/CLUBS/?CLUB=29388"
34.7697956,31.988609,"I Climb ראשון לציון
https://freefit.co.il/CLUBS/?CLUB=23532"
34.8136381,32.0700537,"Roni Yoga סטודיו אינטימי ליוגה
https://freefit.co.il/CLUBS/?CLUB=29235"
34.7699129,32.0828556,"יוגה עם מאיה
https://freefit.co.il/CLUBS/?CLUB=25715"
35.0119869,32.2420371,"קרוספיט שמשון
https://freefit.co.il/CLUBS/?CLUB=19419"
34.7908611,32.106383,"אסף רז
https://freefit.co.il/CLUBS/?CLUB=28938"
34.794364,32.1066432,"קומיוניפיט - שיעורי יוגה
https://freefit.co.il/CLUBS/?CLUB=25663"
35.1875348,31.7872175,"JUMP ג'אמפ כנפי נשירים לנשים בלבד
https://freefit.co.il/CLUBS/?CLUB=272"
35.0084002,31.8999417,"אגו מועדון הכושר במודיעין
https://freefit.co.il/CLUBS/?CLUB=102"
34.8092147,32.1007485,"RunwithMoshe
https://freefit.co.il/CLUBS/?CLUB=29404"
35.0774548,31.8091149,"קאנטרי נווה אילן
https://freefit.co.il/CLUBS/?CLUB=27888"
34.9210457,32.5193136,"Climbr קיר טיפוס
https://freefit.co.il/CLUBS/?CLUB=27842"
34.8758004,32.0562303,"JAB  גני תקווה
https://freefit.co.il/CLUBS/?CLUB=24626"
34.7512601,32.0142449,"profit בת ים
https://freefit.co.il/CLUBS/?CLUB=19428"
34.8197611,32.1048903,"גו אקטיב - הדר יוסף תל אביב
https://freefit.co.il/CLUBS/?CLUB=136"
34.7676297,32.0782225,"פארקור ישראל- תל אביב
https://freefit.co.il/CLUBS/?CLUB=29172"
34.9134621,32.4475649,"gym17
https://freefit.co.il/CLUBS/?CLUB=19429"
34.7943915,32.0740814,"Holmes Place עזריאלי Premium
https://freefit.co.il/CLUBS/?CLUB=25654"
34.9704899,32.3316084,"בריכת קדם
https://freefit.co.il/CLUBS/?CLUB=23510"
34.801392,32.054019,"V.E FITNESS
https://freefit.co.il/CLUBS/?CLUB=29448"
34.8472258,32.2956223,"STUDIO MY WAY
https://freefit.co.il/CLUBS/?CLUB=29119"
34.814064,32.0790968,"דוד שני אימונים פונקציונליים
https://freefit.co.il/CLUBS/?CLUB=29210"
34.8667727,32.2944755,"The Buttons - אימוני רכיבה שטח/הרים שרון
https://freefit.co.il/CLUBS/?CLUB=29635"
34.8376964,32.2700598,"Crossfit Green Beach
https://freefit.co.il/CLUBS/?CLUB=23555"
34.7739476,32.0901709,"שירה אורן פילאטיס ONLINE
https://freefit.co.il/CLUBS/?CLUB=29409"
34.7463962,31.8240716,"בריכת ישובי גדרות
https://freefit.co.il/CLUBS/?CLUB=3353"
35.2140382,31.7535999,"מטי סטודיו קניון הדר בירושלים
https://freefit.co.il/CLUBS/?CLUB=112"
34.8749716,32.310787,"אימון נעים בפארק,נתניה
https://freefit.co.il/CLUBS/?CLUB=27863"
34.8258551,32.0539642,"Kfar hamaccabia - כפר המכביה
https://freefit.co.il/CLUBS/?CLUB=16406"
34.7993689,31.9299801,"FiTime Fitness
https://freefit.co.il/CLUBS/?CLUB=28975"
37.3264134,31.3866964,"ONLINE פילאטיס עם דנה גוטמן
https://freefit.co.il/CLUBS/?CLUB=29475"
34.7700998,32.0634003,"ORY pilates
https://freefit.co.il/CLUBS/?CLUB=29245"
35.1516166,31.6561309,"חדר הכושר באפרת
https://freefit.co.il/CLUBS/?CLUB=23531"
34.7918568,31.9688435,"Let's Dudi
https://freefit.co.il/CLUBS/?CLUB=29222"
34.8552391,32.3201007,"studio C נתניה
https://freefit.co.il/CLUBS/?CLUB=14407"
34.7933702,32.120654,"שגית פילאטיס, רמת אביב
https://freefit.co.il/CLUBS/?CLUB=29029"
34.9194611,32.2696379,"אלונהתרפיה - ONLINE
https://freefit.co.il/CLUBS/?CLUB=29352"
34.8596229,32.3657412,"גלים חוף נעורים
https://freefit.co.il/CLUBS/?CLUB=25682"
34.8317346,32.1704796,"Body Motion הרצליה
https://freefit.co.il/CLUBS/?CLUB=27901"
37.3264134,31.3866964,"ONLINE Fitness Factory TLV
https://freefit.co.il/CLUBS/?CLUB=29484"
35.1738216,32.7075705,"A+ Premium Club
https://freefit.co.il/CLUBS/?CLUB=29229"
34.8004673,32.1705973,"פוצ'יוולי- Arena Club הרצליה
https://freefit.co.il/CLUBS/?CLUB=29360"
34.7967451,32.075347,"Niv Gradus - Pole Dance Studio
https://freefit.co.il/CLUBS/?CLUB=29296"
35.2156887,31.7535505,"מטי סטודיו קניון הדר פ.מכשירים
https://freefit.co.il/CLUBS/?CLUB=24636"
35.6090466,33.172885,"אופיר שתיל יציבה ותנועה נכונה
https://freefit.co.il/CLUBS/?CLUB=27854"
34.791745,31.930663,"סטודיו רעות,נס ציונה
https://freefit.co.il/CLUBS/?CLUB=25796"
34.7920649,32.077385,"ONLINE Dance Community
https://freefit.co.il/CLUBS/?CLUB=29417"
34.7877833,32.1152747,"מועדון הספורט רנסנס
https://freefit.co.il/CLUBS/?CLUB=25734"
34.7996917,31.9715916,"סטודיו יעל ישראל - סניף מרכז
https://freefit.co.il/CLUBS/?CLUB=29142"
34.9266166,32.501399,"Profit אור עקיבא
https://freefit.co.il/CLUBS/?CLUB=19432"
34.8971928,32.1967827,"אימוני חוץ בירוקה עם גל קלמנץ
https://freefit.co.il/CLUBS/?CLUB=29654"
35.1058677,32.6553668,"קפה בשטח - מועדון רכיבה
https://freefit.co.il/CLUBS/?CLUB=29244"
34.8616068,32.3254067,"HolmesPlace נתניה
https://freefit.co.il/CLUBS/?CLUB=23474"
37.3262501,31.3913948,"ONLINE יוגה עם בתשבע
https://freefit.co.il/CLUBS/?CLUB=29504"
34.7778056,32.0917824,"יוגה מרגה
https://freefit.co.il/CLUBS/?CLUB=25780"
34.7983477,31.8971915,"B-FIT פילאטיס מכשירים
https://freefit.co.il/CLUBS/?CLUB=125"
34.7694515,32.078075,"אור היוגה
https://freefit.co.il/CLUBS/?CLUB=61"
34.8497443,31.9144687,"בריכת ישרש
https://freefit.co.il/CLUBS/?CLUB=23514"
34.7737972,32.0670136,"המרכז לויג'נאנה יוגה
https://freefit.co.il/CLUBS/?CLUB=27852"
34.8114292,31.9312227,"רשת הקאנטרי נס ציונה
https://freefit.co.il/CLUBS/?CLUB=23546"
34.7760848,32.0901084,"Wisdom & Mindfulness
https://freefit.co.il/CLUBS/?CLUB=29226"
34.814064,32.0790968,"דוד שני אימונים פונקציונליים ONLINE
https://freefit.co.il/CLUBS/?CLUB=29429"
34.8020762,32.0986488,"אקרויוגה גיא שמשי
https://freefit.co.il/CLUBS/?CLUB=29451"
34.816708,32.0592153,"studio C גבעתיים
https://freefit.co.il/CLUBS/?CLUB=14414"
34.8076933,32.0965036,"Ninja Pro דקל
https://freefit.co.il/CLUBS/?CLUB=29631"
35.3075051,32.921519,"Icon Fitness כרמיאל
https://freefit.co.il/CLUBS/?CLUB=23612"
34.8192821,32.0479671,"ONLINE 8club
https://freefit.co.il/CLUBS/?CLUB=29470"
34.8823109,32.0726325,"בועז ספורט מועדון כושר
https://freefit.co.il/CLUBS/?CLUB=100"
35.1907432,31.7510851,"I Climb ירושלים
https://freefit.co.il/CLUBS/?CLUB=128"
37.3262501,31.3913948,"ONLINE הסטודיו של נוגה
https://freefit.co.il/CLUBS/?CLUB=29528"
34.7555699,32.0150965,"icon Fitness - בת ים
https://freefit.co.il/CLUBS/?CLUB=83"
34.9597516,29.5556794,"שיר ספורט סטודיו קצת אחר
https://freefit.co.il/CLUBS/?CLUB=27896"
34.7786244,31.263472,"studio Shape
https://freefit.co.il/CLUBS/?CLUB=3372"
34.9296722,32.1736543,"Icon Fitness כפר סבא
https://freefit.co.il/CLUBS/?CLUB=29212"
34.7948817,32.0969788,"Pilpelet
https://freefit.co.il/CLUBS/?CLUB=29573"
34.7480586,32.0025621,"רשת הקאנטרי בת ים
https://freefit.co.il/CLUBS/?CLUB=23543"
34.8457973,32.147401,"studio Mood
https://freefit.co.il/CLUBS/?CLUB=165"
35.3118035,32.9234482,"campus מועדון טיפוס,כרמיאל
https://freefit.co.il/CLUBS/?CLUB=27886"
35.0246675,31.7278017,"קרוספיט בית שמש
https://freefit.co.il/CLUBS/?CLUB=29608"
34.824513,32.1143276,"Fitstudio נאות אפקה
https://freefit.co.il/CLUBS/?CLUB=27836"
34.8107041,32.0818692,"Infinity Fitness
https://freefit.co.il/CLUBS/?CLUB=29355"
34.7959687,32.1643245,"ALOHA SUP שיעורי סאפ בקבוצות
https://freefit.co.il/CLUBS/?CLUB=23570"
34.8067861,31.2620464,"אוניברסיטת באר שבע
https://freefit.co.il/CLUBS/?CLUB=8401"
34.8110254,31.8912297,"סטודיו תמרה רחובות
https://freefit.co.il/CLUBS/?CLUB=29073"
34.7707405,31.9925054,"Bflexy
https://freefit.co.il/CLUBS/?CLUB=29613"
34.8458488,32.1364655,"סטודיו ליפט א.פונקציונלים ברמה""ש
https://freefit.co.il/CLUBS/?CLUB=25789"
34.8424922,32.1135715,"studio C עתידים
https://freefit.co.il/CLUBS/?CLUB=14413"
34.8941748,32.1020136,"Icon Fitness  פתח תקווה
https://freefit.co.il/CLUBS/?CLUB=28963"
35.0184996,31.8801923,"מועדון ריצה וכושר במודיעין - אדם חן
https://freefit.co.il/CLUBS/?CLUB=29087"
34.7697546,32.0637623,"Icon Fitness תל אביב
https://freefit.co.il/CLUBS/?CLUB=25717"
35.0589929,32.8088012,"I Climb חיפה
https://freefit.co.il/CLUBS/?CLUB=27806"
34.8337456,32.1270929,"הצעד הראשון - מועדון הריצה של חן רבי
https://freefit.co.il/CLUBS/?CLUB=29562"
34.747009,32.226743,"הסטודיו הפתוח - ארסוף קדם
https://freefit.co.il/CLUBS/?CLUB=29598"
34.9394157,32.2172998,"בדרך של הילה
https://freefit.co.il/CLUBS/?CLUB=29320"
34.9478185,32.2980624,"בריכת גאולים
https://freefit.co.il/CLUBS/?CLUB=23516"
37.3264134,31.3866964,"DIDI YOGA ONLINE
https://freefit.co.il/CLUBS/?CLUB=29412"
34.7741009,32.0272125,"פארקור ישראל- חולון
https://freefit.co.il/CLUBS/?CLUB=29179"
34.8371836,31.9373006,"מיכל ברק-אימון כושר ביחס אישי
https://freefit.co.il/CLUBS/?CLUB=29298"
34.8829578,32.1954164,"cuerpo
https://freefit.co.il/CLUBS/?CLUB=29016"
34.9361964,32.2892876,"רצי קדימה צורן-אימוני ריצה
https://freefit.co.il/CLUBS/?CLUB=27872"
34.8067006,31.253596,"Level up קבוצת ריצה
https://freefit.co.il/CLUBS/?CLUB=29084"
34.7711078,32.0783903,"SHIKLI'S Studio
https://freefit.co.il/CLUBS/?CLUB=29604"
34.8499417,32.1532238,"איתנים- קטלבלס
https://freefit.co.il/CLUBS/?CLUB=29248"
35.1234341,31.8299849,"דנידאנס פילאטיס מכשירים
https://freefit.co.il/CLUBS/?CLUB=29623"
35.004077,31.9020855,"צין ספורט בי'ס לשחיה והדרכת ספורט
https://freefit.co.il/CLUBS/?CLUB=29286"
34.829867,32.1275057,"DayCare נשים בהריון/לאחר לידה
https://freefit.co.il/CLUBS/?CLUB=25792"
34.7731043,32.0566067,"Press
https://freefit.co.il/CLUBS/?CLUB=29112"
34.7661002,31.9874657,"iJump כניסת ילדים ראשון לציון
https://freefit.co.il/CLUBS/?CLUB=25749"
34.9422725,32.1050484,"profit ראש העין
https://freefit.co.il/CLUBS/?CLUB=29461"
34.7372026,31.8824138,"חגית פילאטיס
https://freefit.co.il/CLUBS/?CLUB=29318"
34.8233888,32.062718,"פוקוס פיטנס
https://freefit.co.il/CLUBS/?CLUB=25758"
34.8034494,32.0414822,"המרכז לוויקבורד וסקי מים
https://freefit.co.il/CLUBS/?CLUB=25721"
35.1438324,32.2583375,"האקדמיה לריקוד בהנהלת מוריה אביטל
https://freefit.co.il/CLUBS/?CLUB=29231"
34.8220254,32.1047251,"MOVE!
https://freefit.co.il/CLUBS/?CLUB=29262"
